gene,a375_lfq_average,a375_log_lfq,fm55_lfq,fm55_log_lfq,citation,citation_source
KIF11,104175.33333333333,4.136565736295985,67189.33333333333,5.0793018666516225,PMC9854651,pmcid
KIF13B,39419.666666666664,5.631245856111432,36033.0,4.054442596908074,PMC9854651,pmcid
KIF14,25267.433333333334,4.870178505321105,8958.633333333333,5.599724820380671,PMC9854651,pmcid
KIF15,63568.333333333336,5.163002263606159,42201.0,4.815876472042501,PMC9854651,pmcid
KIF1B,53505.166666666664,4.340480469781911,53059.666666666664,4.954336596384686,PMC9854651,pmcid
KIF21A,75462.0,5.586900348896389,60344.166666666664,4.3421353592218965,PMC9854651,pmcid
KIF2A,142198.33333333334,4.9612644350180055,151608.33333333334,5.250635469519867,PMC9854651,pmcid
KIF2C,81741.83333333333,5.091859153374742,42825.666666666664,4.9427692621336226,PMC9854651,pmcid
KIF3A,51029.0,4.29715842652341,48087.5,5.020715452871787,PMC9854651,pmcid
KIF3B,49398.333333333336,5.038871076961635,50533.5,4.688175017399598,PMC9854651,pmcid
KIF4A,273090.0,5.7840844976181565,166930.0,4.352340122322797,PMC9854651,pmcid
KIF5B,471346.6666666667,4.016977656949591,433963.3333333333,5.796807836681163,PMC9854651,pmcid
KIFAP3,52922.0,5.098995978579038,36019.5,4.119310887629419,PMC9854651,pmcid
KIFC1,21447.0,3.6286766612536043,11473.816666666666,4.869700973673878,PMC9854651,pmcid
KLC1,372826.6666666667,4.684592547828015,358650.0,3.9466094472377,PMC9854651,pmcid
KLC2,128935.16666666667,5.104990423607746,107778.5,4.703675336792816,PMC9854651,pmcid
KLC4,64450.5,4.492732459223175,53799.333333333336,5.134410879171114,PMC9854651,pmcid
KLHDC4,62198.666666666664,5.135817755115463,48702.333333333336,4.551559777645611,PMC9854651,pmcid
KLHL42,18530.0,5.265249935535944,16822.833333333332,4.961028548658524,PMC9854651,pmcid
KNSTRN,17857.283333333333,4.202238494106365,5576.666666666667,5.215218838862186,PMC9854651,pmcid
KNTC1,134476.66666666666,4.319265722572267,80514.66666666667,4.171156281276103,PMC9854651,pmcid
KPNA1,207323.33333333334,4.39740288868383,152330.0,4.409945233838653,PMC9854651,pmcid
KPNA2,321783.3333333333,4.510672330973093,228453.33333333334,4.068202565058866,PMC9854651,pmcid
KPNA3,111166.33333333333,5.094990829596516,119920.0,4.4821491556144215,PMC9854651,pmcid
KPNA4,231975.0,5.974794835949728,160946.66666666666,4.974886108366317,PMC9854651,pmcid
KPNA6;KPNA5,262318.3333333333,4.2488515989859,201125.0,5.976162676831096,PMC9854651,pmcid
KPNB1,1465550.0,4.221561586045799,1177983.3333333333,4.129793513410921,PMC9854651,pmcid
KRAS,38641.833333333336,4.587057723014215,52061.63333333333,4.716517789138688,PMC9854651,pmcid
KRI1,23147.0,4.3644321656334535,17206.5,4.477188806385187,PMC9854651,pmcid
KRT1,514054.5,5.2486467999261315,145371.66666666666,4.144781706171568,PMC9854651,pmcid
KRT10,169005.66666666666,4.760764154829055,81835.66666666667,5.399653823070844,PMC9854651,pmcid
KRT14,70201.98333333334,4.846349381909791,1958.8999999999999,3.2920122662363456,PMC9854651,pmcid
KRT16,84386.44666666667,4.526995823614587,129.74833333333333,4.6634637729189015,PMC9854651,pmcid
KRT18,187541.66666666666,4.109454798653969,138245.0,4.3009938029491055,PMC9854651,pmcid
KRT19,77184.83333333333,4.9212832006133365,47046.200000000004,4.24693208438503,PMC9854651,pmcid
KRT2,22893.5,4.746971333774606,11636.416666666666,4.864755253609726,PMC9854651,pmcid
KRT6C;KRT6A,160289.68333333332,4.89855790213402,12700.333333333334,4.710732109788186,PMC9854651,pmcid
KRT8,89097.16666666667,4.299354734958507,64834.0,4.7140669796087415,PMC9854651,pmcid
KRT86;KRT81;KRT83;KRT87P;KRT85,954461.6666666666,5.244676998993946,66727.16666666667,3.895319393455128,PMC9854651,pmcid
KRT9,320113.13333333336,5.151421950200541,23428.100000000002,5.258429742210092,PMC9854651,pmcid
KRTCAP2,28061.850000000002,4.599562871026914,2674.3333333333335,5.042447528301421,PMC9854651,pmcid
KTI12,71198.83333333333,4.088017897250127,70374.0,4.27326755769339,PMC9854651,pmcid
KTN1,82128.66666666667,5.410211861059354,48649.5,4.113325992840011,PMC9854651,pmcid
KXD1,23988.566666666666,4.977723605288848,8054.2,5.229178243152899,PMC9854651,pmcid
KYNU,305451.6666666667,5.104794286486278,309561.6666666667,4.847677518729069,PMC9854651,pmcid
L1RE1,42521.5,5.686794111683213,121920.83333333333,5.009611637162641,PMC9854651,pmcid
L2HGDH,78994.33333333333,5.708851298415096,62769.833333333336,5.672036251512194,PMC9854651,pmcid
L3HYPDH,22952.333333333332,4.571801968090817,8424.0,5.805132559870582,PMC9854651,pmcid
LACTB2,79291.16666666667,3.678454641420398,71330.16666666667,4.601344626145619,PMC9854651,pmcid
LAMA5,60668.166666666664,5.1094885516739135,26472.5,5.16983112008266,PMC9854651,pmcid
LAMB1,143866.66666666666,4.345158000269437,139248.33333333334,4.206434565012065,PMC9854651,pmcid
LAMB2,10512.533333333333,4.450669851816029,14998.949999999999,4.460770090297353,PMC9854651,pmcid
LAMC1,256715.0,5.190224278724503,345760.0,5.1463089540236595,PMC9854651,pmcid
LAMP1,75374.5,4.736231784451239,139618.0,4.6270567556565005,PMC9854651,pmcid
LAMP2,89293.16666666667,4.785115007839493,162096.66666666666,4.922317953645872,PMC9854651,pmcid
LAMTOR4,,,563.3000000000001,4.531930008330316,PMC9854651,pmcid
LANCL1,42473.0,4.699957624291871,52451.333333333336,4.587800732378037,PMC9854651,pmcid
LANCL2,96693.5,4.70387005173113,76432.83333333333,4.757263138648245,PMC9854651,pmcid
LAP3,186870.0,4.9343502945239015,269845.0,4.827300331950116,PMC9854651,pmcid
LARP1,226908.33333333334,5.017764898758264,233306.66666666666,4.5567004216897935,PMC9854651,pmcid
LARP4,191818.33333333334,4.59571294755785,154521.66666666666,3.952241761775688,PMC9854651,pmcid
LARP4B,64856.0,4.40256112851337,58276.333333333336,4.625322742178175,PMC9854651,pmcid
LARP6,17219.033333333333,4.803240825027669,14584.416666666666,4.724764517314572,PMC9854651,pmcid
LARP7,32011.850000000002,4.728395721207808,24685.95,4.780635294202679,PMC9854651,pmcid
LARS,560448.3333333334,4.877728311300352,600713.3333333334,5.180723073467645,PMC9854651,pmcid
LARS2,66352.16666666667,5.152894506180116,66277.33333333333,4.631704132347438,PMC9854651,pmcid
LASP1,701150.0,4.9124443739875305,621373.3333333334,4.682032199314872,PMC9854651,pmcid
LATS1,60273.833333333336,4.707817057676984,79079.5,4.703579378943673,PMC9854651,pmcid
LBR,71278.16666666667,4.693712296366015,28353.166666666668,5.222534393381713,PMC9854651,pmcid
LCMT1,99378.16666666667,5.436305797450854,64002.333333333336,5.6374530364163835,PMC9854651,pmcid
LCMT2,116139.0,5.673340440125638,93943.66666666667,4.5565376799230455,PMC9854651,pmcid
LCN2,847.6983333333334,4.723636248451045,64949.401666666665,4.059707906267085,PMC9854651,pmcid
LCP1,14950.166666666666,4.331366551785781,7950.400000000001,5.554670835171456,PMC9854651,pmcid
LDHA,7681033.333333333,5.571506967984514,6793616.666666667,5.032532135037925,PMC9854651,pmcid
LDHB,7119483.333333333,5.110371385982585,6160366.666666667,4.730776894040953,PMC9854651,pmcid
LDLR,97247.5,4.809226290912054,73396.33333333333,4.687549768802228,PMC9854651,pmcid
LDLRAP1,21103.166666666668,4.793781074955839,15011.916666666666,4.22589914231829,PMC9854651,pmcid
LEO1,62012.5,4.267875419318898,48397.833333333336,3.7463746862427323,PMC9854651,pmcid
LEPRE1,162485.0,4.251815389430286,179651.66666666666,4.905874999277353,PMC9854651,pmcid
LEPREL2,73539.83333333333,5.128646935513102,59724.5,5.1827854420846835,PMC9854651,pmcid
LEPREL4,33937.333333333336,5.316648182786803,46536.833333333336,5.358797499173128,PMC9854651,pmcid
LETM1,150783.83333333334,5.5075635461992665,103896.83333333333,5.078891619840223,PMC9854651,pmcid
LGALS1,586105.0,5.0459732812986235,796630.0,5.206681986531021,PMC9854651,pmcid
LGALS3,225455.0,5.365441183394879,286916.6666666667,5.303466057107086,PMC9854651,pmcid
LGALS3BP,135768.33333333334,5.418828644335158,147138.33333333334,6.071139145890327,PMC9854651,pmcid
LGMN,898.0166666666668,6.166000639801866,14564.35,4.235692538818435,PMC9854651,pmcid
LIG1,175175.0,4.364494711644551,96963.16666666667,5.162479769594665,PMC9854651,pmcid
LIG3,64894.666666666664,5.711009165288125,75452.16666666667,4.9129426247048364,PMC9854651,pmcid
LIMA1,144585.0,5.227901266511932,135264.5,2.1131017878786045,PMC9854651,pmcid
LIMCH1,90936.83333333333,4.926272700055276,48872.333333333336,5.140649432839828,PMC9854651,pmcid
LIMD2,96113.66666666667,5.2730977712268725,129645.66666666667,4.67252455049061,PMC9854651,pmcid
LIN7C,132311.83333333334,4.88753197071467,169870.0,4.065819263691757,PMC9854651,pmcid
LIPA,40481.166666666664,4.359712193482241,35451.833333333336,4.103815119611668,PMC9854651,pmcid
LIX1L,28430.016666666666,5.204905570915659,13350.016666666668,4.811802816672131,PMC9854651,pmcid
LLGL1,63399.0,4.949863893480229,63267.0,4.824302684461799,PMC9854651,pmcid
LLPH,30649.8,5.979758490833986,43860.5,4.369737069093139,PMC9854651,pmcid
LMAN1,170983.33333333334,5.505303492379653,159558.33333333334,3.427215537482833,PMC9854651,pmcid
LMAN2,118759.0,4.448116298848687,163848.33333333334,4.84741223666839,PMC9854651,pmcid
LMAN2L,28705.583333333332,4.85247287733002,34331.666666666664,4.687078381123244,PMC9854651,pmcid
LMCD1,64352.5,4.914494772248846,80787.83333333333,3.9060224097037373,PMC9854651,pmcid
LMNA,1579013.9166666665,6.0120612815437156,1240123.3333333333,5.970706122034059,PMC9854651,pmcid
LMNB1,100955.16666666667,4.380004299349486,52077.0,5.490747176216722,PMC9854651,pmcid
LMO7,46569.333333333336,5.484942499159178,50667.5,5.086077922424261,PMC9854651,pmcid
LNP,50164.166666666664,4.62860857641176,49743.333333333336,4.7977509755121135,PMC9854651,pmcid
LNPEP,131773.83333333334,4.897595938248263,73569.16666666667,3.9255183581774302,PMC9854651,pmcid
LOH12CR1,2932.1666666666665,4.360826842478099,2316.3166666666666,4.8532732387736495,PMC9854651,pmcid
LONP1,280888.3333333333,4.899224807978349,265023.3333333333,4.4227949569770555,PMC9854651,pmcid
LOXL3,40761.166666666664,4.7829608711830405,47164.166666666664,5.143790005795726,PMC9854651,pmcid
LOXL4,35086.5,5.157960181291211,77809.5,4.176060857377877,PMC9854651,pmcid
LPCAT1,55703.5,4.021707385877053,34572.333333333336,5.538774749539166,PMC9854651,pmcid
LPCAT2,95099.0,5.409451245480576,61297.833333333336,5.144941412533108,PMC9854651,pmcid
LPGAT1,7646.333333333333,4.877224444246567,4092.65,5.2097740841689495,PMC9854651,pmcid
LPIN1,2766.6800000000003,4.950818224929862,,,PMC9854651,pmcid
LPP,28325.5,4.62811293764317,34542.166666666664,2.7507397512353506,PMC9854651,pmcid
LRCH1,23210.833333333332,4.985397280608211,45626.833333333336,4.719756532604871,PMC9854651,pmcid
LRCH3,20216.5,5.271539585593803,20008.166666666668,4.88327995899914,PMC9854651,pmcid
LRP1,162013.33333333334,5.355850445881519,128466.5,5.431114375365742,PMC9854651,pmcid
LRPAP1,104107.33333333333,5.282890113183947,122462.66666666667,5.367927148803095,PMC9854651,pmcid
LRPPRC,407240.0,4.8119501600092205,357778.3333333333,5.188989383787001,PMC9854651,pmcid
LRRC16A,15093.666666666666,4.2360087667585695,12891.833333333334,4.765492218746623,PMC9854651,pmcid
LRRC40,88956.5,4.505310773224891,76827.16666666667,4.163889063316229,PMC9854651,pmcid
LRRC41,41789.0,5.748535581993465,27966.5,4.392449845017935,PMC9854651,pmcid
LRRC47,434676.6666666667,4.821855108903756,467781.6666666667,5.778667271582495,PMC9854651,pmcid
LRRC57,34684.833333333336,5.845810938371086,34334.166666666664,4.821365026272397,PMC9854651,pmcid
LRRC59,848930.0,4.78012881288111,866825.0,5.793352611270601,PMC9854651,pmcid
LRRFIP1,373288.3333333333,4.852956520759604,315903.3333333333,4.8980639147143785,PMC9854651,pmcid
LRRFIP2,85986.83333333333,4.997290980597335,106448.33333333333,4.452601570779443,PMC9854651,pmcid
LRSAM1,96677.5,5.064978082276334,82723.16666666667,4.806195807348246,PMC9854651,pmcid
LRWD1,38047.333333333336,2.928241329288195,25407.666666666668,4.972867506901346,PMC9854651,pmcid
LSM12,291790.0,4.17464603426648,298125.0,4.812575154576685,PMC9854651,pmcid
LSM14A,74951.66666666667,4.874781294503695,32743.166666666668,4.515120678721453,PMC9854651,pmcid
LSM14B,68562.66666666667,6.88541964982013,65174.5,3.9003889794014577,PMC9854651,pmcid
LSM2,162066.66666666666,6.852448477678424,156503.0,6.832101037934634,PMC9854651,pmcid
LSM3,6050.5,4.987878445471674,8991.0,6.789606562257103,PMC9854651,pmcid
LSM4,149118.33333333334,4.324347628883969,86201.66666666667,4.865674364372803,PMC9854651,pmcid
LSM5,90201.16666666667,4.792479240044242,61946.0,4.176436144915886,PMC9854651,pmcid
LSM6,111399.33333333333,5.210813274743124,99950.33333333333,4.684825919651855,PMC9854651,pmcid
LSM7,55087.666666666664,4.866522641272636,74149.0,5.254431250601503,PMC9854651,pmcid
LSM8,34731.666666666664,4.53067771411255,24957.5,4.7761525226220005,PMC9854651,pmcid
LSS,87682.16666666667,5.178354780058273,102843.5,4.667796827754981,PMC9854651,pmcid
LTA4H,635216.6666666666,5.7679754263178875,480375.0,5.016602310917933,PMC9854651,pmcid
LTN1,98196.83333333333,5.353059871260822,86701.33333333333,5.901256657319518,PMC9854651,pmcid
LTV1,150045.0,5.132798486716891,168226.66666666666,5.457755776657049,PMC9854651,pmcid
LUC7L,83239.66666666667,2.953284396994917,87429.5,5.167725832389938,PMC9854651,pmcid
LUC7L2,342313.3333333333,5.243472126165613,535073.3333333334,4.1632911070404175,PMC9854651,pmcid
LUC7L3,128525.0,4.812209006008173,129876.5,4.986606790438157,PMC9854651,pmcid
LUZP1,101697.5,5.160123239326862,81308.83333333333,4.877671715388838,PMC9854651,pmcid
LYAR,90825.16666666667,4.958739826823077,93974.66666666667,5.1311838315046705,PMC9854651,pmcid
LYPLA1,207559.16666666666,4.982785145586515,284358.3333333333,4.68906307423587,PMC9854651,pmcid
LYPLA2,456545.0,5.12159868713196,388596.6666666667,5.1127580052996935,PMC9854651,pmcid
LYPLAL1,94873.33333333333,4.607253020373103,88845.83333333333,5.23011668678622,PMC9854651,pmcid
LYRM7,45519.666666666664,4.453777114289079,45745.333333333336,4.549638698925645,PMC9854651,pmcid
LZIC,49167.166666666664,4.802082407757017,48618.833333333336,4.12548180789062,PMC9854651,pmcid
LZTFL1,168045.0,4.4864276449497105,155961.66666666666,4.801177241534614,PMC9854651,pmcid
M6PR,216826.66666666666,5.232953779432337,190056.66666666666,4.642073578230771,PMC9854651,pmcid
MACROD1,96151.66666666667,5.074666531999871,97018.66666666667,5.202919491238223,PMC9854651,pmcid
MAD1L1,137505.0,4.457966376700021,101967.33333333333,5.214442028093629,PMC9854651,pmcid
MAD2L1,86337.23333333334,4.808565423270163,77922.16666666667,4.535694887217385,PMC9854651,pmcid
MADD,76723.0,5.004128550098919,97517.0,4.90734596084815,PMC9854651,pmcid
MAEA,19520.333333333332,4.668100020803099,18636.5,4.71664595787633,PMC9854651,pmcid
MAGEA10,176670.0,4.70039360208876,149421.33333333334,4.704729476167716,PMC9854651,pmcid
MAGEA4,3052383.3333333335,5.119829179854641,2583966.6666666665,4.696734884266607,PMC9854651,pmcid
MAGEA6,59414.166666666664,3.467188652311681,15365.666666666666,4.866695836725957,PMC9854651,pmcid
MAGEC2,233091.66666666666,5.448533701201657,163023.33333333334,3.3647979320781913,PMC9854651,pmcid
MAGED2,230620.0,4.610246605894851,190336.66666666666,5.423284112019097,PMC9854651,pmcid
MAGOHB,463280.0,4.545140047996019,411085.0,4.673612165388427,PMC9854651,pmcid
MAGT1,28410.86666666667,4.745882483915773,18345.55,4.891032624569409,PMC9854651,pmcid
MALT1,158306.66666666666,4.978175950199609,74566.33333333333,4.5387286916509995,PMC9854651,pmcid
MAN2B1,80579.0,3.8834532266769703,128043.16666666667,4.78744512397996,PMC9854651,pmcid
MAN2C1,37190.333333333336,3.4419589306368232,34555.71666666667,3.6120046057329636,PMC9854651,pmcid
MANF,338503.3333333333,4.452177584742828,432823.3333333333,4.538349575323666,PMC9854651,pmcid
MAP1B,406406.6666666667,4.36569073311302,124221.66666666667,4.659220328216394,PMC9854651,pmcid
MAP1LC3B;MAP1LC3B2,32225.13333333333,4.305705970134437,26275.166666666668,4.3012072963809915,PMC9854651,pmcid
MAP1S,160668.33333333334,5.209550757473552,135690.0,5.108789892165984,PMC9854651,pmcid
MAP2K1,544098.3333333334,5.735677395589335,454883.3333333333,5.657900024818599,PMC9854651,pmcid
MAP2K2,150275.0,5.01748132234462,110186.66666666667,5.088003712114324,PMC9854651,pmcid
MAP2K3,199308.33333333334,5.609850428773941,204830.0,5.553614036626296,PMC9854651,pmcid
MAP2K4,100350.16666666667,4.178794754663873,68161.16666666667,4.110314682282313,PMC9854651,pmcid
MAP2K5,18569.833333333332,4.949177687225964,24353.333333333332,4.8855148170001215,PMC9854651,pmcid
MAP2K6,91436.0,4.621061978712945,74946.16666666667,4.446638117933972,PMC9854651,pmcid
MAP3K2,9860.666666666666,5.638166327998776,9201.833333333334,5.670043196905532,PMC9854651,pmcid
MAP3K7,11640.199999999999,4.54013961197992,16784.333333333332,4.535726510985787,PMC9854651,pmcid
MAP4,281098.1666666666,5.200231795324299,152297.9,4.7019016955320785,PMC9854651,pmcid
MAP4K4,108469.66666666667,5.92887188121325,89204.5,5.937931428265545,PMC9854651,pmcid
MAP4K5,72814.0,5.572044416799778,54004.333333333336,5.499554208496587,PMC9854651,pmcid
MAP7D1,83148.33333333333,4.934431955331308,57925.0,5.0271388660580145,PMC9854651,pmcid
MAPK1,226170.0,5.354434998031901,229545.0,5.360867837306531,PMC9854651,pmcid
MAPK10;MAPK9;MAPK8,62541.0,4.985325411385563,45012.666666666664,4.91762715098604,PMC9854651,pmcid
MAPK14,133740.0,4.580324223282606,89664.66666666667,4.404964783101501,PMC9854651,pmcid
MAPK1IP1L,2614.6666666666665,5.46507040400967,6230.166666666667,5.474398396384189,PMC9854651,pmcid
MAPK3,273421.6666666667,4.836087700631832,267420.0,4.814077708070917,PMC9854651,pmcid
MAPKAP1,54987.333333333336,5.209693699787654,53804.166666666664,5.194522666936513,PMC9854651,pmcid
MAPKAPK2,46734.166666666664,3.781791265275348,56492.166666666664,3.953807997665307,PMC9854651,pmcid
MAPKAPK3,62216.333333333336,5.173531041011908,57859.0,4.935515662775282,PMC9854651,pmcid
MAPRE1,762368.3333333334,4.955212154766097,738673.3333333334,4.792013268193709,PMC9854651,pmcid
MAPRE2,80692.5,5.0468825918204665,70874.5,4.99978424682418,PMC9854651,pmcid
MAPRE3,222243.33333333334,4.741054377469491,173516.66666666666,4.870105298352797,PMC9854651,pmcid
MARCKS,66669.0,4.5407256242773375,61238.333333333336,4.397201079785138,PMC9854651,pmcid
MARCKSL1,69850.33333333333,4.942911272889284,100462.5,5.012176848258856,PMC9854651,pmcid
MARK2,72453.5,5.802921884485801,56558.666666666664,5.6815803974724055,PMC9854651,pmcid
MARK3,19410.833333333332,4.992097482817154,14078.416666666666,4.938025776309621,PMC9854651,pmcid
MARS,512956.6666666667,5.176221527860909,497521.6666666667,5.2258948396677924,PMC9854651,pmcid
MAT2A,1033713.3333333334,4.920330332410359,1008173.3333333334,4.941657994711601,PMC9854651,pmcid
MAT2B,241380.25,5.2757996679154555,240522.4166666667,5.2482700744727975,PMC9854651,pmcid
MATR3,162121.66666666666,5.534423815527935,126758.33333333333,5.728413307403394,PMC9854651,pmcid
MAVS,28785.833333333332,5.108987612539072,25707.5,5.113530576449437,PMC9854651,pmcid
MAX,577.0500000000001,5.007310276919305,2639.7999999999997,4.9101377295981425,PMC9854651,pmcid
MAZ,50397.833333333336,4.9582062034777445,41929.333333333336,4.973010793922066,PMC9854651,pmcid
MBD2,36069.333333333336,5.317141918369032,31968.833333333332,5.45386596009883,PMC9854651,pmcid
MBD3,96360.66666666667,5.659483590826506,61183.0,5.589499070956296,PMC9854651,pmcid
MBLAC2,65013.666666666664,4.977144159596614,50609.333333333336,4.94863706519959,PMC9854651,pmcid
MBNL1,242636.58333333334,5.008151523130321,173777.33333333334,4.94847964466252,PMC9854651,pmcid
MCAM,87113.0,4.658199073128725,91167.0,4.660346796523669,PMC9854651,pmcid
MCCC1,15127.166666666666,4.691675182126116,18552.666666666668,4.686804533220302,PMC9854651,pmcid
MCCC2,185193.33333333334,5.225425595027965,169046.66666666666,5.193017867579483,PMC9854651,pmcid
MCM2,387618.3333333333,5.588404309857588,310426.6666666667,5.491959021506057,PMC9854651,pmcid
MCM3,296083.3333333333,5.471413961441703,228443.33333333334,5.35877848855153,PMC9854651,pmcid
MCM4,410855.0,5.613688576594288,308043.3333333333,5.488611814240041,PMC9854651,pmcid
MCM5,432071.6666666667,5.63555578814931,343548.3333333333,5.535987845975771,PMC9854651,pmcid
MCM6,375286.6666666667,5.57436313490081,308238.3333333333,5.488886647750035,PMC9854651,pmcid
MCM7,431118.3333333333,5.634596491645828,321556.6666666667,5.507257518013119,PMC9854651,pmcid
MCMBP,112656.66666666667,5.051756896999726,84315.83333333333,4.925909136707983,PMC9854651,pmcid
MCTS1,459798.3333333333,5.336112693336794,480625.0,5.2788831080657515,PMC9854651,pmcid
MDH1,2245500.0,4.982956816581396,2276333.3333333335,4.986855301796042,PMC9854651,pmcid
MDH2,2317616.6666666665,5.138318490405767,3409350.0,5.008461061709686,PMC9854651,pmcid
MDP1,11942.333333333334,4.936198127626733,16648.166666666668,4.89166101982404,PMC9854651,pmcid
ME1,89865.0,4.8849255761486985,73580.83333333333,4.989080332238234,PMC9854651,pmcid
ME2,476603.3333333333,4.290487229498259,487295.0,4.270364353650405,PMC9854651,pmcid
MED1,25896.833333333332,5.247162809039331,19423.466666666667,5.17441260743603,PMC9854651,pmcid
MED12,28926.333333333332,6.484639073548013,12268.416666666666,6.412286906932914,PMC9854651,pmcid
MED15,20355.333333333332,4.7738900101596915,14799.166666666666,4.186551407636564,PMC9854651,pmcid
MED17,23532.333333333332,5.367526747199788,15665.216666666667,5.212249768898902,PMC9854651,pmcid
MED20,14827.466666666667,5.362896967802544,10609.0,5.279522459317412,PMC9854651,pmcid
MED23,11965.783333333333,5.665843551925318,12568.5,5.613931630183223,PMC9854651,pmcid
MED30,18701.166666666668,4.4534844819739074,17992.0,4.26353073644544,PMC9854651,pmcid
MED31,16518.583333333332,5.199499204411195,19413.5,4.872542787957867,PMC9854651,pmcid
MEF2D,53446.833333333336,4.906221873412538,35444.333333333336,5.107356406247268,PMC9854651,pmcid
MEMO1,105493.66666666667,4.570430070915535,83797.83333333333,4.538519904428448,PMC9854651,pmcid
MEOX1,6879.466666666667,5.529562949656747,20783.850000000002,5.636310665371985,PMC9854651,pmcid
MEOX2,31412.333333333332,5.608960823470742,61354.166666666664,5.0941973518237225,PMC9854651,pmcid
MEPCE,44208.0,4.50819472294743,31564.166666666668,4.4195454794932045,PMC9854651,pmcid
MESDC2,153878.33333333334,5.205930288625301,147643.33333333334,5.1325478424655815,PMC9854651,pmcid
METAP1,91395.5,5.176886736640655,117078.33333333333,5.042129045119864,PMC9854651,pmcid
METAP2,253099.91666666666,5.224563053673792,146378.5833333333,4.7589137352188065,PMC9854651,pmcid
METTL1,76057.83333333333,5.2995254574813275,62409.166666666664,5.311393565000522,PMC9854651,pmcid
METTL13,163275.0,5.001518098122493,158308.33333333334,4.833537015334925,PMC9854651,pmcid
METTL14,58770.35,4.268808005907876,47495.666666666664,4.386558413156235,PMC9854651,pmcid
METTL2A,21516.533333333333,4.961117218962851,,,PMC9854651,pmcid
METTL2B,87552.5,3.993906278010889,69497.83333333333,4.874749424534684,PMC9854651,pmcid
METTL3,73705.0,4.065960442354263,89235.33333333333,3.9638743629138724,PMC9854651,pmcid
MFAP1,30185.5,5.035308305547695,21877.666666666668,4.224904095932287,PMC9854651,pmcid
MFI2,29522.833333333332,4.86221488945307,52987.333333333336,4.950386763298476,PMC9854651,pmcid
MGEA5,293338.3333333333,4.919853548427567,212935.0,4.732428609216467,PMC9854651,pmcid
MGLL,2256.5,4.796164821118776,30789.533333333336,4.762866042462013,PMC9854651,pmcid
MGME1,65063.0,5.1262613188638815,47286.166666666664,4.653334742427765,PMC9854651,pmcid
MGMT,51312.833333333336,3.417416330276084,49130.666666666664,4.952621338308945,PMC9854651,pmcid
MGST1,223135.21666666667,5.436832926255722,118599.16666666667,3.7944996648687157,PMC9854651,pmcid
MIA3,103135.5,4.740262658639871,90021.66666666667,5.42719388446982,PMC9854651,pmcid
MIB1,70252.66666666667,4.669634503037401,109354.66666666667,4.730815909314569,PMC9854651,pmcid
MICAL1,157596.33333333334,4.793904412751098,168250.0,4.7519882317257505,PMC9854651,pmcid
MICAL3,94056.33333333333,5.882164848616349,69070.5,4.762370923293386,PMC9854651,pmcid
MICALL1,117438.16666666667,4.906833170905702,80636.83333333333,5.86845242094433,PMC9854651,pmcid
MICU1,,,6297.5,4.850490008084287,PMC9854651,pmcid
MICU2,45365.833333333336,5.346828742240808,32082.0,5.239341196093632,PMC9854651,pmcid
MID1,22186.5,4.823923940985186,29598.166666666668,4.787023362398754,PMC9854651,pmcid
MIER1,25055.833333333332,4.84416848295531,12788.333333333334,5.002003981335927,PMC9854651,pmcid
MIF,607823.3333333334,4.86005936971019,1027953.3333333334,4.752499162703011,PMC9854651,pmcid
MIF4GD,11432.949999999999,4.288044180638206,9103.816666666666,4.148553814493902,PMC9854651,pmcid
MINA,49219.0,5.710080678518373,50890.666666666664,5.696811998667431,PMC9854651,pmcid
MINK1,9959.216666666665,6.014400118049434,5496.233333333334,6.003535205957372,PMC9854651,pmcid
MINPP1,233570.0,5.2098410597897145,186106.66666666666,5.102976520287156,PMC9854651,pmcid
MIOS,19832.666666666668,4.4591788065488265,17150.933333333334,4.410059844476551,PMC9854651,pmcid
MIPEP,57427.799999999996,2.761213445362497,61617.833333333336,3.4215710245264006,PMC9854651,pmcid
MKI67,86533.5,4.702411865977193,89368.0,4.622517957277016,PMC9854651,pmcid
MLF2,50511.5,4.557138115361605,46170.833333333336,4.504726787471539,PMC9854651,pmcid
MLH1,75256.16666666667,4.876542092831664,42434.833333333336,4.6277225007849525,PMC9854651,pmcid
MLKL,96267.83333333333,4.983899795982315,68734.5,4.786630768031185,PMC9854651,pmcid
MLLT1,24858.95,4.813004660243368,29287.0,4.704230616471769,PMC9854651,pmcid
MLLT11,58927.166666666664,4.940082970242751,16961.0,4.9598376638608945,PMC9854651,pmcid
MLLT4,47770.666666666664,4.179757591852539,22064.0,4.268406341734535,PMC9854651,pmcid
MLST8,70988.16666666667,5.2676253487138505,58897.666666666664,5.228006611584807,PMC9854651,pmcid
MLYCD,23997.0,5.662567392715234,25132.666666666668,5.681806357145506,PMC9854651,pmcid
MMAA,6320.416666666667,6.351313059398733,7638.25,6.3572358579987425,PMC9854651,pmcid
MMAB,63720.5,6.365041605346956,110856.98333333334,6.53267158769594,PMC9854651,pmcid
MMP14,77341.0,4.077089189003436,66241.33333333333,4.2213664149961785,PMC9854651,pmcid
MMS19,469141.6666666667,4.953590578646046,345815.0,4.866764702087373,PMC9854651,pmcid
MNAT1,18091.933333333334,4.257484978752258,12607.699999999999,4.10063586623886,PMC9854651,pmcid
MOB1A;MOB1B,280740.0,5.678157075448983,241111.66666666666,5.687791955227898,PMC9854651,pmcid
